,datetime,lat,lon,incident,region
290,2024-04-06T11:00:00.000Z,51.57599,-116.2592,0,Central Rockies
291,2024-04-06T06:00:00.000Z,51.25088332541472,-116.07440246814261,0,Central Rockies
292,2024-04-06T00:00:00.000Z,54.78746,-127.27869,0,Northwest Coast
293,2024-04-05T22:00:00.000Z,51.66824,-116.45948,0,Central Rockies
294,2024-04-05T21:00:00.000Z,50.31953,-122.24322,0,Southwest Coast
295,2024-04-05T20:00:00.000Z,49.57986,-116.68639,0,Purcells
296,2024-04-05T19:00:00.000Z,53.30616,-120.15721,0,North Rockies
297,2024-04-05T19:00:00.000Z,49.85385,-122.98882,0,Southwest Coast
298,2024-04-05T18:11:26.000Z,51.700551797476095,-116.5027335380759,0,Central Rockies
299,2024-04-05T18:00:00.000Z,51.39288765320103,-116.237812165418,0,Central Rockies
300,2024-04-05T16:44:00.000Z,51.7182760623534,-116.45244972860682,0,Central Rockies
301,2024-04-05T14:48:47.000Z,51.53553779253437,-116.7002621448447,0,Central Rockies
302,2024-04-05T07:00:00.000Z,50.059602591760495,-122.82684742864629,0,Southwest Coast
303,2024-04-05T01:00:00.000Z,56.19466,-129.96864,0,Northwest Coast
304,2024-04-04T23:00:00.000Z,50.00668,-126.23949,0,Vancouver Island
305,2024-04-04T23:00:00.000Z,59.71347,-136.69606,0,Yukon
306,2024-04-04T20:00:00.660Z,55.18656327973551,-121.61771149008185,0,North Rockies
307,2024-04-04T19:30:00.822Z,55.09794206358009,-121.2987732120367,0,North Rockies
308,2024-04-04T18:30:00.000Z,49.41189,-114.67131,0,South Rockies
309,2024-04-04T18:00:00.000Z,51.28464303565994,-117.58252250153409,0,Selkirks
310,2024-04-04T16:00:00.000Z,51.21908,-117.50342,0,Selkirks
311,2024-04-04T16:00:00.000Z,54.78336,-127.27003,0,Northwest Coast
312,2024-04-04T07:00:00.000Z,50.077981002592594,-117.11243564525958,0,Selkirks
313,2024-04-04T07:00:00.000Z,52.671191430129625,-119.08389623373117,0,Monashees
314,2024-04-04T06:00:00.000Z,51.700926395947505,-116.5021654239415,0,Central Rockies
315,2024-04-04T05:00:00.000Z,49.56859,-114.55317,0,South Rockies
316,2024-04-04T03:30:00.866Z,49.48141757104398,-57.967233045212566,0,East Coast
317,2024-04-04T01:00:00.000Z,56.15094,-130.05065,0,Northwest Coast
318,2024-04-04T00:00:00.000Z,59.46586,-136.47864,0,Yukon
319,2024-04-03T19:00:00.000Z,55.308634029619384,-122.6801610381215,0,North Rockies
320,2024-04-03T18:00:00.000Z,54.50527646845208,-128.94634064505408,0,Northwest Coast
321,2024-04-03T18:00:00.000Z,52.40764,-118.91544,0,Monashees
322,2024-04-03T17:00:00.000Z,49.56975625547966,-121.13706263803161,0,Southwest Coast
323,2024-04-03T17:00:00.000Z,51.72253,-116.44809,0,Central Rockies
324,2024-04-03T16:00:00.000Z,48.90984,-66.15373,0,East Coast
325,2024-04-03T15:00:00.000Z,51.236791006394725,-117.45930618486855,0,Selkirks
326,2024-04-03T07:00:00.000Z,54.50234540988927,-128.95608361210614,0,Northwest Coast
327,2024-04-03T02:00:00.000Z,60.05068,-136.78276,0,Yukon
328,2024-04-03T01:00:00.000Z,55.13832,-127.24014,0,Northwest Coast
329,2024-04-02T21:00:00.000Z,49.29487,-114.73167,0,South Rockies
